CODE	CIM.CMA	NIVEAU	DIAG	LISTE_RACINE	LIBELLE
M8007	M80.07	2	455	19	OSTEOPOROSE POST-MENOP. AVEC FRAC. PATHO. - CHEV., PIED
M8008	M80.08	2	455	19	OSTEOPOROSE POST-MENOP. AVEC FRAC. PATHO. - AUTRES LOC.
M8009	M80.09	2	455	19	OSTEOPOROSE POST-MENOP. AVEC FRAC. PATHO. - LOC. SAI
M801	M80.1	2	455	19	OSTEOPOROSE POST-OVARIECTOMIE AVEC FRAC. PATHO.
M8010	M80.10	2	455	19	OSTEOPOROSE POST-OVARIECTOMIE AVEC FRAC. PATHO. - 
M8011	M80.11	2	455	19	OSTEOPOROSE POST-OVARIECTOMIE AVEC FRAC. PATHO. - 
M8012	M80.12	2	455	19	OSTEOPOROSE POST-OVARIECTOMIE AVEC FRAC. PATHO. - BRAS 
M8013	M80.13	2	455	19	OSTEOPOROSE POST-OVARIECTOMIE AVEC FRAC. PATHO. - 
M8014	M80.14	2	455	19	OSTEOPOROSE POST-OVARIECTOMIE AVEC FRAC. PATHO. - MAIN 
M8015	M80.15	2	455	19	OSTEOPOROSE POST-OVARIECTOMIE AVEC FRAC. PATHO. - 
M8016	M80.16	2	455	19	OSTEOPOROSE POST-OVARIECTOMIE AVEC FRAC. PATHO. - JAMBE
M8017	M80.17	2	455	19	OSTEOPOROSE POST-OVARIECTOMIE AVEC FRAC. PATHO. - CHEV., 
M8018	M80.18	2	455	19	OSTEOPOROSE POST-OVARIECTOMIE AVEC FRAC. PATHO. - 
M8019	M80.19	2	455	19	OSTEOPOROSE POST-OVARIECTOMIE AVEC FRAC. PATHO. - LOC. 
M802	M80.2	2	455	19	OSTEOPOROSE D'INACTIVITE AVEC FRAC. PATHO.
M8020	M80.20	2	455	19	OSTEOPOROSE D'INACTIVITE AVEC FRAC. PATHO. - SIEGES MULT. 
M8021	M80.21	2	455	19	OSTEOPOROSE D'INACTIVITE AVEC FRAC. PATHO. - EPAULE
M8022	M80.22	2	455	19	OSTEOPOROSE D'INACTIVITE AVEC FRAC. PATHO. - BRAS 
M8023	M80.23	2	455	19	OSTEOPOROSE D'INACTIVITE AVEC FRAC. PATHO. - AVANT-BRAS
M8024	M80.24	2	455	19	OSTEOPOROSE D'INACTIVITE AVEC FRAC. PATHO. - MAIN
M8025	M80.25	2	455	19	OSTEOPOROSE D'INACTIVITE AVEC FRAC. PATHO. - BASSIN, 
M8026	M80.26	2	455	19	OSTEOPOROSE D'INACTIVITE AVEC FRAC. PATHO. - JAMBE 
M8027	M80.27	2	455	19	OSTEOPOROSE D'INACTIVITE AVEC FRAC. PATHO. - CHEV., PIED
M8028	M80.28	2	455	19	OSTEOPOROSE D'INACTIVITE AVEC FRAC. PATHO. - AUTRES LOC. 
M8029	M80.29	2	455	19	OSTEOPOROSE D'INACTIVITE AVEC FRAC. PATHO. - LOC. SAI
M803	M80.3	2	455	19	OSTEOPOROSE SUITE A MALABS. POST-CHIR. ET FRAC. PAT. 
M8030	M80.30	2	455	19	OSTEOPOROSE SUITE A MALABS. POST-CHIR. ET FRAC. PAT. - 
M8031	M80.31	2	455	19	OSTEOPOROSE SUITE A MALABS. POST-CHIR. ET FRAC. PAT. - 
M8032	M80.32	2	455	19	OSTEOPOROSE SUITE A MALABS. POST-CHIR. ET FRAC. PAT. - 
M8033	M80.33	2	455	19	OSTEOPOROSE SUITE A MALABS. POST-CHIR. ET FRAC. PAT. - 
M8034	M80.34	2	455	19	OSTEOPOROSE SUITE A MALABS. POST-CHIR. ET FRAC. PAT. - MAIN
M8035	M80.35	2	455	19	OSTEOPOROSE SUITE A MALABS. POST-CHIR. ET FRAC. PAT. - 
M8036	M80.36	2	455	19	OSTEOPOROSE SUITE A MALABS. POST-CHIR. ET FRAC. PAT. - 
M8037	M80.37	2	455	19	OSTEOPOROSE SUITE A MALABS. POST-CHIR. ET FRAC. PAT. - 
M8038	M80.38	2	455	19	OSTEOPOROSE SUITE A MALABS. POST-CHIR. ET FRAC. PAT. - 
M8039	M80.39	2	455	19	OSTEOPOROSE SUITE A MALABS. POST-CHIR. ET FRAC. PAT. - LOC. 
M804	M80.4	2	455	19	OSTEOPOROSE MEDICAM. AVEC FRAC. PATHO. 
M8040	M80.40	2	455	19	OSTEOPOROSE MEDICAM. AVEC FRAC. PATHO. - SIEGES MULT. 
M8041	M80.41	2	455	19	OSTEOPOROSE MEDICAM. AVEC FRAC. PATHO. - EPAULE
M8042	M80.42	2	455	19	OSTEOPOROSE MEDICAM. AVEC FRAC. PATHO. - BRAS
M8043	M80.43	2	455	19	OSTEOPOROSE MEDICAM. AVEC FRAC. PATHO. - AVANT-BRAS
M8044	M80.44	2	455	19	OSTEOPOROSE MEDICAM. AVEC FRAC. PATHO. - MAIN
M8045	M80.45	2	455	19	OSTEOPOROSE MEDICAM. AVEC FRAC. PATHO. - BASSIN, CUISSE
M8046	M80.46	2	455	19	OSTEOPOROSE MEDICAM. AVEC FRAC. PATHO. - JAMBE 
M8047	M80.47	2	455	19	OSTEOPOROSE MEDICAM. AVEC FRAC. PATHO. - CHEV., PIED 
M8048	M80.48	2	455	19	OSTEOPOROSE MEDICAM. AVEC FRAC. PATHO. - AUTRES LOC. 
M8049	M80.49	2	455	19	OSTEOPOROSE MEDICAM. AVEC FRAC. PATHO. - LOC. SAI
M805	M80.5	2	455	19	OSTEOPOROSE IDIOP. AVEC FRAC. PATHO. 
M8050	M80.50	2	455	19	OSTEOPOROSE IDIOP. AVEC FRAC. PATHO. - SIEGES MULT.
M8051	M80.51	2	455	19	OSTEOPOROSE IDIOP. AVEC FRAC. PATHO. - EPAULE
M8052	M80.52	2	455	19	OSTEOPOROSE IDIOP. AVEC FRAC. PATHO. - BRAS
M8053	M80.53	2	455	19	OSTEOPOROSE IDIOP. AVEC FRAC. PATHO. - AVANT-BRAS 
M8054	M80.54	2	455	19	OSTEOPOROSE IDIOP. AVEC FRAC. PATHO. - MAIN 
M8055	M80.55	2	455	19	OSTEOPOROSE IDIOP. AVEC FRAC. PATHO. - BASSIN, CUISSE 
M8056	M80.56	2	455	19	OSTEOPOROSE IDIOP. AVEC FRAC. PATHO. - JAMBE
M8057	M80.57	2	455	19	OSTEOPOROSE IDIOP. AVEC FRAC. PATHO. - CHEV., PIED
M8058	M80.58	2	455	19	OSTEOPOROSE IDIOP. AVEC FRAC. PATHO. - AUTRES LOC.
M8059	M80.59	2	455	19	OSTEOPOROSE IDIOP. AVEC FRAC. PATHO. - LOC. SAI
M808	M80.8	2	455	19	OSTEOPOROSES NCA, AVEC FRAC. PATHO. 
M8080	M80.80	2	455	19	OSTEOPOROSES NCA, AVEC FRAC. PATHO. - SIEGES MULT. 
M8081	M80.81	2	455	19	OSTEOPOROSES NCA, AVEC FRAC. PATHO. - EPAULE 
M8082	M80.82	2	455	19	OSTEOPOROSES NCA, AVEC FRAC. PATHO. - BRAS
M8083	M80.83	2	455	19	OSTEOPOROSES NCA, AVEC FRAC. PATHO. - AVANT-BRAS
M8084	M80.84	2	455	19	OSTEOPOROSES NCA, AVEC FRAC. PATHO. - MAIN
M8085	M80.85	2	455	19	OSTEOPOROSES NCA, AVEC FRAC. PATHO. - BASSIN, CUISSE
M8086	M80.86	2	455	19	OSTEOPOROSES NCA, AVEC FRAC. PATHO. - JAMBE
M8087	M80.87	2	455	19	OSTEOPOROSES NCA, AVEC FRAC. PATHO. - CHEV., PIED
M8088	M80.88	2	455	19	OSTEOPOROSES NCA, AVEC FRAC. PATHO. - AUTRES LOC. 
M8089	M80.89	2	455	19	OSTEOPOROSES NCA, AVEC FRAC. PATHO. - LOC. SAI
M809	M80.9	2	455	19	OSTEOPOROSE SAI, AVEC FRAC. PATHO.
M8090	M80.90	2	455	19	OSTEOPOROSE SAI, AVEC FRAC. PATHO. - SIEGES MULT.
M8091	M80.91	2	455	19	OSTEOPOROSE SAI, AVEC FRAC. PATHO. - EPAULE 
M8092	M80.92	2	455	19	OSTEOPOROSE SAI, AVEC FRAC. PATHO. - BRAS 
M8093	M80.93	2	455	19	OSTEOPOROSE SAI, AVEC FRAC. PATHO. - AVANT-BRAS
M8094	M80.94	2	455	19	OSTEOPOROSE SAI, AVEC FRAC. PATHO. - MAIN
M8095	M80.95	2	455	19	OSTEOPOROSE SAI, AVEC FRAC. PATHO. - BASSIN, CUISSE
M8096	M80.96	2	455	19	OSTEOPOROSE SAI, AVEC FRAC. PATHO. - JAMBE
M8097	M80.97	2	455	19	OSTEOPOROSE SAI, AVEC FRAC. PATHO. - CHEV., PIED
M8098	M80.98	2	455	19	OSTEOPOROSE SAI, AVEC FRAC. PATHO. - AUTRES LOC. 
M8099	M80.99	2	455	19	OSTEOPOROSE SAI, AVEC FRAC. PATHO. - LOC. SAI
M820	M82.0	2	344	-	OSTEOPOROSE AVEC MYELOMATOSE MULT.
M8200	M82.00	2	344	-	OSTEOPOROSE AVEC MYELOMATOSE MULT. - SIEGES MULT. 
M8201	M82.01	2	344	-	OSTEOPOROSE AVEC MYELOMATOSE MULT. - EPAULE
M8202	M82.02	2	344	-	OSTEOPOROSE AVEC MYELOMATOSE MULT. - BRAS
M8203	M82.03	2	344	-	OSTEOPOROSE AVEC MYELOMATOSE MULT. - AVANT-BRAS 
M8204	M82.04	2	344	-	OSTEOPOROSE AVEC MYELOMATOSE MULT. - MAIN 
M8205	M82.05	2	344	-	OSTEOPOROSE AVEC MYELOMATOSE MULT. - BASSIN, CUISSE 
M8206	M82.06	2	344	-	OSTEOPOROSE AVEC MYELOMATOSE MULT. - JAMBE 
M8207	M82.07	2	344	-	OSTEOPOROSE AVEC MYELOMATOSE MULT. - CHEV., PIED
M8208	M82.08	2	344	-	OSTEOPOROSE AVEC MYELOMATOSE MULT. - AUTRES LOC.
M8209	M82.09	2	344	-	OSTEOPOROSE AVEC MYELOMATOSE MULT. - LOC. SAI 
M8415	M84.15	2	798	-	FRAC. NON CONSOLIDEE - BASSIN, CUISSE 
M8416	M84.16	2	798	-	FRAC. NON CONSOLIDEE - JAMBE
M880	M88.0	2	963	-	MAL. DE PAGET DU CRANE 
M888	M88.8	2	963	-	MAL. DE PAGET D'AUTRES OS 
M8880	M88.80	2	963	-	MAL. DE PAGET D'AUTRES OS - SIEGES MULT.
M8881	M88.81	2	963	-	MAL. DE PAGET D'AUTRES OS - EPAULE
M8882	M88.82	2	963	-	MAL. DE PAGET D'AUTRES OS - BRAS
M8883	M88.83	2	963	-	MAL. DE PAGET D'AUTRES OS - AVANT-BRAS
M8884	M88.84	2	963	-	MAL. DE PAGET D'AUTRES OS - MAIN
M8885	M88.85	2	963	-	MAL. DE PAGET D'AUTRES OS - BASSIN, CUISSE 
M8886	M88.86	2	963	-	MAL. DE PAGET D'AUTRES OS - JAMBE
M8887	M88.87	2	963	-	MAL. DE PAGET D'AUTRES OS - CHEV., PIED
M8888	M88.88	2	963	-	MAL. DE PAGET D'AUTRES OS - AUTRES LOC. 
M889	M88.9	2	963	-	MAL. OSSEUSE DE PAGET, SAI
M8890	M88.90	2	963	-	MAL. OSSEUSE DE PAGET, SAI - SIEGES MULT.
M8899	M88.99	2	963	-	MAL. OSSEUSE DE PAGET, SAI - LOC. SAI
M890	M89.0	2	339	-	ALGONEURODYSTROPHIE
M8900	M89.00	2	339	-	ALGONEURODYSTROPHIE - SIEGES MULT. 
M8901	M89.01	2	339	-	ALGONEURODYSTROPHIE - EPAULE
M8902	M89.02	2	339	-	ALGONEURODYSTROPHIE - BRAS
M8903	M89.03	2	339	-	ALGONEURODYSTROPHIE - AVANT-BRAS 
M8904	M89.04	2	339	-	ALGONEURODYSTROPHIE - MAIN 
M8905	M89.05	2	339	-	ALGONEURODYSTROPHIE - BASSIN, CUISSE
M8906	M89.06	2	339	-	ALGONEURODYSTROPHIE - JAMBE 
M8907	M89.07	2	339	-	ALGONEURODYSTROPHIE - CHEV., PIED
M8908	M89.08	2	339	-	ALGONEURODYSTROPHIE - AUTRES LOC.
M8909	M89.09	2	339	-	ALGONEURODYSTROPHIE - LOC. SAI
M894	M89.4	2	339	-	OSTEOARTHROPATHIES HYPERTROPHIANTES, NCA
M8940	M89.40	2	339	-	OSTEOARTHROPATHIES HYPERTROPHIANTES, NCA - SIEGES MULT.
M8941	M89.41	2	339	-	OSTEOARTHROPATHIES HYPERTROPHIANTES, NCA - EPAULE
M8942	M89.42	2	339	-	OSTEOARTHROPATHIES HYPERTROPHIANTES, NCA - BRAS 
M8943	M89.43	2	339	-	OSTEOARTHROPATHIES HYPERTROPHIANTES, NCA - AVANT-BRAS
M8944	M89.44	2	339	-	OSTEOARTHROPATHIES HYPERTROPHIANTES, NCA - MAIN
M8945	M89.45	2	339	-	OSTEOARTHROPATHIES HYPERTROPHIANTES, NCA - BASSIN, 
M8946	M89.46	2	339	-	OSTEOARTHROPATHIES HYPERTROPHIANTES, NCA - JAMBE
M8947	M89.47	2	339	-	OSTEOARTHROPATHIES HYPERTROPHIANTES, NCA - CHEV., PIED
M8948	M89.48	2	339	-	OSTEOARTHROPATHIES HYPERTROPHIANTES, NCA - AUTRES LOC. 
M8949	M89.49	2	339	-	OSTEOARTHROPATHIES HYPERTROPHIANTES, NCA - LOC. SAI
M895	M89.5	2	339	-	OSTEOLYSE
M8950	M89.50	2	339	-	OSTEOLYSE - SIEGES MULT.
M8951	M89.51	2	339	-	OSTEOLYSE - EPAULE
M8952	M89.52	2	339	-	OSTEOLYSE - BRAS 
M8953	M89.53	2	339	-	OSTEOLYSE - AVANT-BRAS
M8954	M89.54	2	339	-	OSTEOLYSE - MAIN 
M8955	M89.55	2	339	-	OSTEOLYSE - BASSIN, CUISSE
M8956	M89.56	2	339	-	OSTEOLYSE - JAMBE
M8957	M89.57	2	339	-	OSTEOLYSE - CHEV., PIED
M8958	M89.58	2	339	-	OSTEOLYSE - AUTRES LOC. 
M8959	M89.59	2	339	-	OSTEOLYSE - LOC. SAI 
M896	M89.6	2	92	-	OSTEOPATHIE CONSEC. A UNE POLIO.
M8960	M89.60	2	92	-	OSTEOPATHIE CONSEC. A UNE POLIO. - SIEGES MULT.
M8961	M89.61	2	92	-	OSTEOPATHIE CONSEC. A UNE POLIO. - EPAULE
M8962	M89.62	2	92	-	OSTEOPATHIE CONSEC. A UNE POLIO. - BRAS
M8963	M89.63	2	92	-	OSTEOPATHIE CONSEC. A UNE POLIO. - AVANT-BRAS
M8964	M89.64	2	92	-	OSTEOPATHIE CONSEC. A UNE POLIO. - MAIN
M8965	M89.65	2	92	-	OSTEOPATHIE CONSEC. A UNE POLIO. - BASSIN, CUISSE 
M8966	M89.66	2	92	-	OSTEOPATHIE CONSEC. A UNE POLIO. - JAMBE 
M8967	M89.67	2	92	-	OSTEOPATHIE CONSEC. A UNE POLIO. - CHEV., PIED
M8968	M89.68	2	92	-	OSTEOPATHIE CONSEC. A UNE POLIO. - AUTRES LOC.
M8969	M89.69	2	92	-	OSTEOPATHIE CONSEC. A UNE POLIO. - LOC. SAI 
M901	M90.1	2	603	-	PERIOSTITE AVEC AUTRES MAL. INFECT. CL. AILL. 
M9010	M90.10	2	603	-	PERIOSTITE AVEC AUTRES MAL. INFECT. CL. AILL. - SIEGES MULT.
M9011	M90.11	2	603	-	PERIOSTITE AVEC AUTRES MAL. INFECT. CL. AILL. - EPAULE 
M9012	M90.12	2	603	-	PERIOSTITE AVEC AUTRES MAL. INFECT. CL. AILL. - BRAS
M9013	M90.13	2	603	-	PERIOSTITE AVEC AUTRES MAL. INFECT. CL. AILL. - AVANT-BRAS 
M9014	M90.14	2	603	-	PERIOSTITE AVEC AUTRES MAL. INFECT. CL. AILL. - MAIN 
M9015	M90.15	2	603	-	PERIOSTITE AVEC AUTRES MAL. INFECT. CL. AILL. - BASSIN, CUISSE
M9016	M90.16	2	603	-	PERIOSTITE AVEC AUTRES MAL. INFECT. CL. AILL. - JAMBE 
M9017	M90.17	2	603	-	PERIOSTITE AVEC AUTRES MAL. INFECT. CL. AILL. - CHEV., PIED
M9018	M90.18	2	603	-	PERIOSTITE AVEC AUTRES MAL. INFECT. CL. AILL. - AUTRES LOC.
M9019	M90.19	2	603	-	PERIOSTITE AVEC AUTRES MAL. INFECT. CL. AILL. - LOC. SAI
M902	M90.2	2	3	-	OSTEOPATHIE AVEC AUTRES MAL. INFECT. CL. AILL.
M9020	M90.20	2	3	-	OSTEOPATHIE AVEC AUTRES MAL. INFECT. CL. AILL. - SIEGES 
M9021	M90.21	2	3	-	OSTEOPATHIE AVEC AUTRES MAL. INFECT. CL. AILL. - EPAULE
M9022	M90.22	2	3	-	OSTEOPATHIE AVEC AUTRES MAL. INFECT. CL. AILL. - BRAS 
M9023	M90.23	2	3	-	OSTEOPATHIE AVEC AUTRES MAL. INFECT. CL. AILL. - AVANT-BRAS
M9024	M90.24	2	3	-	OSTEOPATHIE AVEC AUTRES MAL. INFECT. CL. AILL. - MAIN
M9025	M90.25	2	3	-	OSTEOPATHIE AVEC AUTRES MAL. INFECT. CL. AILL. - BASSIN, 
M9026	M90.26	2	3	-	OSTEOPATHIE AVEC AUTRES MAL. INFECT. CL. AILL. - JAMBE
M9027	M90.27	2	3	-	OSTEOPATHIE AVEC AUTRES MAL. INFECT. CL. AILL. - CHEV., PIED 
M9028	M90.28	2	3	-	OSTEOPATHIE AVEC AUTRES MAL. INFECT. CL. AILL. - AUTRES LOC. 
M9029	M90.29	2	3	-	OSTEOPATHIE AVEC AUTRES MAL. INFECT. CL. AILL. - LOC. SAI
M903	M90.3	2	798	-	OSTEONECROSE DE LA MAL. DES CAISSONS 
M9030	M90.30	2	798	-	OSTEONECROSE DE LA MAL. DES CAISSONS - SIEGES MULT.
M9031	M90.31	2	798	-	OSTEONECROSE DE LA MAL. DES CAISSONS - EPAULE
M9032	M90.32	2	798	-	OSTEONECROSE DE LA MAL. DES CAISSONS - BRAS
M9033	M90.33	2	798	-	OSTEONECROSE DE LA MAL. DES CAISSONS - AVANT-BRAS 
M9034	M90.34	2	798	-	OSTEONECROSE DE LA MAL. DES CAISSONS - MAIN 
M9035	M90.35	2	798	-	OSTEONECROSE DE LA MAL. DES CAISSONS - BASSIN, CUISSE
M9036	M90.36	2	798	-	OSTEONECROSE DE LA MAL. DES CAISSONS - JAMBE 
M9037	M90.37	2	798	-	OSTEONECROSE DE LA MAL. DES CAISSONS - CHEV., PIED
M9038	M90.38	2	798	-	OSTEONECROSE DE LA MAL. DES CAISSONS - AUTRES LOC.
M9039	M90.39	2	798	-	OSTEONECROSE DE LA MAL. DES CAISSONS - LOC. SAI
M904	M90.4	2	798	-	OSTEONECROSE DUE A UNE HEMOGLOBINOPATHIE
M9040	M90.40	2	798	-	OSTEONECROSE DUE A UNE HEMOGLOBINOPATHIE - SIEGES 
M9041	M90.41	2	798	-	OSTEONECROSE DUE A UNE HEMOGLOBINOPATHIE - EPAULE
M9042	M90.42	2	798	-	OSTEONECROSE DUE A UNE HEMOGLOBINOPATHIE - BRAS
M9043	M90.43	2	798	-	OSTEONECROSE DUE A UNE HEMOGLOBINOPATHIE - AVANT-BRAS
M9044	M90.44	2	798	-	OSTEONECROSE DUE A UNE HEMOGLOBINOPATHIE - MAIN
M9045	M90.45	2	798	-	OSTEONECROSE DUE A UNE HEMOGLOBINOPATHIE - BASSIN, 
M9046	M90.46	2	798	-	OSTEONECROSE DUE A UNE HEMOGLOBINOPATHIE - JAMBE 
M9047	M90.47	2	798	-	OSTEONECROSE DUE A UNE HEMOGLOBINOPATHIE - CHEV., PIED 
M9048	M90.48	2	798	-	OSTEONECROSE DUE A UNE HEMOGLOBINOPATHIE - AUTRES LOC. 
M9049	M90.49	2	798	-	OSTEONECROSE DUE A UNE HEMOGLOBINOPATHIE - LOC. SAI
M960	M96.0	2	782	-	PSEUDARTHROSE APRES ARTHRODESE
M961	M96.1	2	782	-	SYND. POST-LAMINECTOMIE, NCA
M962	M96.2	2	782	-	CYPHOSE APRES IRRAD. 
M963	M96.3	2	782	-	CYPHOSE APRES LAMINECTOMIE
M964	M96.4	2	782	-	LORDOSE APRES CHIRURGIE 
M965	M96.5	2	782	-	SCOLIOSE APRES IRRAD.
M991	M99.1	2	582	-	SUBLUX. COMPLEXE VERTEBRALE
M9910	M99.10	2	582	-	SUBLUX. COMPLEXE VERTEBRALE - TETE
M9911	M99.11	2	582	-	SUBLUX. COMPLEXE VERTEBRALE - CERV. 
M9912	M99.12	2	582	-	SUBLUX. COMPLEXE VERTEBRALE - COL. THORAC.
M9913	M99.13	2	582	-	SUBLUX. COMPLEXE VERTEBRALE - LOMBAIRE
M9914	M99.14	2	582	-	SUBLUX. COMPLEXE VERTEBRALE - SACREE 
M9915	M99.15	2	582	-	SUBLUX. COMPLEXE VERTEBRALE - PELVIEN. 
M9916	M99.16	2	582	-	SUBLUX. COMPLEXE VERTEBRALE - MBRE INF.
M9917	M99.17	2	582	-	SUBLUX. COMPLEXE VERTEBRALE - MBRE SUP.
M9918	M99.18	2	582	-	SUBLUX. COMPLEXE VERTEBRALE - CAGE THOR.
M9919	M99.19	2	582	-	SUBLUX. COMPLEXE VERTEBRALE - ABD., AUTRES 
M992	M99.2	2	582	-	RETREC. DU CANAL RACH. PAR SUBLUX. 
M9920	M99.20	2	582	-	RETREC. DU CANAL RACH. PAR SUBLUX. - OCCIP.CERV. 
M9921	M99.21	2	582	-	RETREC. DU CANAL RACH. PAR SUBLUX. - CERV.THOR.
M9922	M99.22	2	582	-	RETREC. DU CANAL RACH. PAR SUBLUX. - THOR.LOMB.
M9923	M99.23	2	582	-	RETREC. DU CANAL RACH. PAR SUBLUX. - LOMB.SACR.
M9924	M99.24	2	582	-	RETREC. DU CANAL RACH. PAR SUBLUX. - SACRO-COCC.ILI.
M993	M99.3	2	582	-	RETREC. OSSEUX DU CANAL RACH.
M9930	M99.30	2	582	-	RETREC. OSSEUX DU CANAL RACH. - OCCIP.CERV.
M9931	M99.31	2	582	-	RETREC. OSSEUX DU CANAL RACH. - CERV.THOR.
M9932	M99.32	2	582	-	RETREC. OSSEUX DU CANAL RACH. - THOR.LOMB. 
M9933	M99.33	2	582	-	RETREC. OSSEUX DU CANAL RACH. - LOMB.SACR.
M9934	M99.34	2	582	-	RETREC. OSSEUX DU CANAL RACH. - SACRO-COCC.ILI.
M994	M99.4	2	582	-	RETREC. DU CANAL RACH. PAR TISSU CONJ.
M9940	M99.40	2	582	-	RETREC. DU CANAL RACH. PAR TISSU CONJ. - OCCIP.CERV. 
M9941	M99.41	2	582	-	RETREC. DU CANAL RACH. PAR TISSU CONJ. - CERV.THOR.
M9942	M99.42	2	582	-	RETREC. DU CANAL RACH. PAR TISSU CONJ. - THOR.LOMB.
M9943	M99.43	2	582	-	RETREC. DU CANAL RACH. PAR TISSU CONJ. - LOMB.SACR.
M9944	M99.44	2	582	-	RETREC. DU CANAL RACH. PAR TISSU CONJ. - SACRO-COCC.ILI.
M995	M99.5	2	582	-	RETREC. DU CANAL RACH. PAR LES. DISCALE
M9951	M99.51	2	582	-	RETREC. DU CANAL RACH. PAR LES. DISCALE - CERV.THOR.
M9952	M99.52	2	582	-	RETREC. DU CANAL RACH. PAR LES. DISCALE - THOR.LOMB.
M9953	M99.53	2	582	-	RETREC. DU CANAL RACH. PAR LES. DISCALE - LOMB.SACR.
M996	M99.6	2	582	-	RETREC. DES ESP. INTERVERTEB. PAR OSSIF.ET SUBLUX. 
M9960	M99.60	2	582	-	RETREC. DES ESP. INTERVERTEB. PAR OSSIF.ET SUBLUX. - 
M9961	M99.61	2	582	-	RETREC. DES ESP. INTERVERTEB. PAR OSSIF.ET SUBLUX. - 
M9962	M99.62	2	582	-	RETREC. DES ESP. INTERVERTEB. PAR OSSIF.ET SUBLUX. - 
M9963	M99.63	2	582	-	RETREC. DES ESP. INTERVERTEB. PAR OSSIF.ET SUBLUX. - 
M997	M99.7	2	582	-	RETREC. DES ESP. INTERVERT. PAR TISSU CONJ. ET DISCAL 
M9971	M99.71	2	582	-	RETREC. DES ESP. INTERVERT. PAR TISSU CONJ. ET DISCAL - 
M9972	M99.72	2	582	-	RETREC. DES ESP. INTERVERT. PAR TISSU CONJ. ET DISCAL - 
M9973	M99.73	2	582	-	RETREC. DES ESP. INTERVERT. PAR TISSU CONJ. ET DISCAL - 
N080	N08.0	2	19	39	GLOMERULOPATHIE AVEC MAL. INFECT. ET PARASIT. CL. AILL.
N081	N08.1	2	19	39	GLOMERULOPATHIE AVEC MAL. TUMORALES
N083	N08.3	2	498	28	GLOMERULOPATHIE AVEC DIABETE SUCRE 
N10	N10	2	718	39	NEPHRITE TUBULO-INTERST. AIG.
N110	N11.0	2	188	39	PYELONEPHRITE ASSOCIEE A UN REFLUX
N111	N11.1	2	188	39	PYELONEPHRITE OBSTRU.
N130	N13.0	2	809	39	HYDRONEPHROSE AVEC OBSTRU. DE LA JONCTION PYELO-
N131	N13.1	2	809	39	HYDRONEPHROSE AVEC RETREC. URETERAL, NCA
N132	N13.2	2	809	39	HYDRONEPHROSE AVEC OBSTRU. CALCULEUSE RENALE ET 
N133	N13.3	2	809	39	HYDRONEPHROSES, NCA OU SAI 
N134	N13.4	2	560	39	HYDRO-URETERE 
N140	N14.0	2	577	39	NEPHROPATHIE DUE A UN ANALGESIQUE
N141	N14.1	2	577	39	NEPHROPATHIE DUE A D'AUTRES MEDICAM. ET SUBST. BIOL.
N142	N14.2	2	577	39	NEPHROPATHIE DUE A UN MEDICAM. OU UNE SUBST. BIOL., SAI 
N143	N14.3	2	577	39	NEPHROPATHIE DUE A DES METAUX LOURDS
N144	N14.4	2	577	39	NEPHROPATHIE TOXIQUE, NCA 
N150	N15.0	2	1015	39	NEPHROPATHIE DES BALKANS
N151	N15.1	2	928	39	ABCES RENAL ET PERIRENAL
N251	N25.1	2	568	39	DIABETE INSIPIDE NEPHROGENIQUE
N258	N25.8	2	579	39	AFF. DUES A UNE TUBULOPATHIE, NCA
N259	N25.9	2	568	39	AFF. DUE A UN TUBULOPATHIE, SAI
N280	N28.0	2	579	39	ISCHEM. ET INFARCTUS DU REIN 
N300	N30.0	2	901	-	CYSTITE AIG.
N312	N31.2	2	94	-	VESSIE NEUROGENE FLASQUE, NCA
N330	N33.0	2	801	-	CYSTITE TUBERC.
N418	N41.8	2	851	-	AFF. INFL. DE LA PROSTATE, NCA
N419	N41.9	2	851	-	AFF. INFL. DE LA PROSTATE, SAI 
N431	N43.1	2	329	-	HYDROCELE INFECTEE 
N459	N45.9	2	678	-	ORCHITE, EPIDIDYMITE ET EPIDIDYMO-ORCHITE, SAI 
N481	N48.1	2	34	-	BALANO-POSTHITE
N490	N49.0	2	162	-	AFF. INFL. DES VESICULES SEMINALES
N491	N49.1	2	162	-	AFF. INFL. CORDON SPERM., TUNIQUE VAG., TESTIC. ET CANAL 
N492	N49.2	2	162	-	AFF. INFL. DU SCROTUM
N510	N51.0	2	34	-	AFF. DE LA PROSTATE AVEC MAL. CL. AILL.
N511	N51.1	2	678	-	AFF. DU TESTICULE ET DE L'EPIDIDYME AVEC MAL. CL. AILL.
N512	N51.2	2	34	-	BALANITE AVEC MAL. CL. AILL.
N731	N73.1	2	381	-	PARAMETRITE ET PHLEGMON PELVIEN CHRON.
N732	N73.2	2	381	-	PARAMETRITE ET PHLEGMON PELVIEN, SAI 
N733	N73.3	2	381	-	PELVIPERITONITE AIG. CHEZ LA FEMME
N734	N73.4	2	381	-	PELVIPERITONITE CHRON. CHEZ LA FEMME
N735	N73.5	2	381	-	PELVIPERITONITE CHEZ LA FEMME, SAI 
N760	N76.0	2	982	-	VAGINITE AIG. OU SAI 
N764	N76.4	2	781	-	ABCES DE LA VULVE
N766	N76.6	2	982	-	ULCERATION DE LA VULVE 
N770	N77.0	2	982	-	ULCERATION DE LA VULVE AVEC MAL. INFECT. ET PARASIT. CL. 
